t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
1.422204,-0.807400,-0.052881,0.597439,-0.002769,-0.005028,-0.958061,0.286507,0.008048,-0.008188,-2.560459
1.422282,-0.808084,-0.053233,0.597542,-0.002720,-0.005004,-0.958085,0.286427,0.008032,-0.008078,-2.560625
1.455463,-0.810409,-0.055672,0.616566,-0.002437,-0.004869,-0.958278,0.285787,0.007939,-0.007453,-2.561958
1.455479,-0.811132,-0.056159,0.616618,-0.002312,-0.004819,-0.958332,0.285605,0.007916,-0.007183,-2.562336
1.455601,-0.811975,-0.056801,0.616701,-0.002229,-0.004699,-0.958407,0.285359,0.007736,-0.006955,-2.562849
1.455839,-0.813391,-0.057955,0.616961,-0.002208,-0.004640,-0.958517,0.284988,0.007636,-0.006877,-2.563623
1.455976,-0.814235,-0.058659,0.617101,-0.002238,-0.004696,-0.958545,0.284895,0.007728,-0.006967,-2.563818
1.456257,-0.814958,-0.059241,0.617204,-0.002306,-0.004694,-0.958541,0.284906,0.007685,-0.007095,-2.563795
1.456373,-0.815838,-0.059958,0.617303,-0.002434,-0.004761,-0.958516,0.284989,0.007740,-0.007380,-2.563622
1.457021,-0.816557,-0.060538,0.617358,-0.002533,-0.004870,-0.958488,0.285081,0.007891,-0.007632,-2.563432
1.457540,-0.817461,-0.061245,0.617414,-0.002617,-0.004977,-0.958449,0.285207,0.008049,-0.007856,-2.563170
1.457549,-0.818225,-0.061833,0.617444,-0.002670,-0.005065,-0.958416,0.285317,0.008186,-0.008008,-2.562942
1.457801,-0.819184,-0.062570,0.617480,-0.002659,-0.005173,-0.958381,0.285435,0.008398,-0.008051,-2.562696
1.457916,-0.819974,-0.063175,0.617533,-0.002570,-0.005217,-0.958359,0.285507,0.008533,-0.007906,-2.562546
1.457973,-0.821790,-0.064582,0.617775,-0.002229,-0.005185,-0.958357,0.285518,0.008666,-0.007234,-2.562521
1.458848,-0.822558,-0.065188,0.617901,-0.002077,-0.005144,-0.958377,0.285452,0.008673,-0.006918,-2.562658
1.458971,-0.823497,-0.065937,0.618032,-0.001927,-0.005071,-0.958413,0.285332,0.008620,-0.006587,-2.562906
1.459070,-0.824251,-0.066551,0.618112,-0.001825,-0.004983,-0.958451,0.285208,0.008511,-0.006341,-2.563165
1.459253,-0.825155,-0.067292,0.618187,-0.001767,-0.004879,-0.958497,0.285056,0.008346,-0.006170,-2.563480
1.459461,-0.825879,-0.067887,0.618252,-0.001837,-0.004824,-0.958526,0.284959,0.008201,-0.006271,-2.563683
1.459625,-0.826742,-0.068615,0.618346,-0.002055,-0.004799,-0.958545,0.284893,0.008029,-0.006673,-2.563821
1.459723,-0.827429,-0.069211,0.618422,-0.002261,-0.004810,-0.958542,0.284903,0.007933,-0.007076,-2.563801
1.460270,-0.828245,-0.069932,0.618499,-0.002495,-0.004832,-0.958521,0.284970,0.007841,-0.007537,-2.563664
1.460379,-0.829606,-0.071169,0.618590,-0.002887,-0.004915,-0.958474,0.285123,0.007776,-0.008337,-2.563346
1.460471,-0.830364,-0.071863,0.618661,-0.003088,-0.004992,-0.958445,0.285219,0.007808,-0.008767,-2.563148
1.460896,-0.830981,-0.072414,0.618731,-0.003212,-0.005059,-0.958430,0.285266,0.007866,-0.009043,-2.563050
1.460914,-0.831719,-0.073072,0.618837,-0.003279,-0.005138,-0.958430,0.285263,0.007979,-0.009217,-2.563057
1.461060,-0.832299,-0.073606,0.618948,-0.003263,-0.005197,-0.958435,0.285244,0.008102,-0.009220,-2.563097
1.461191,-0.833628,-0.074864,0.619268,-0.003104,-0.005260,-0.958476,0.285108,0.008314,-0.008951,-2.563381
1.461662,-0.837316,-0.073083,0.620189,-0.002878,-0.005503,-0.958476,0.285107,0.008909,-0.008655,-2.563385
1.475389,-0.838951,-0.073926,0.619944,-0.002681,-0.005528,-0.958540,0.284893,0.009070,-0.008289,-2.563830
1.515509,-0.841654,-0.074083,0.647960,-0.002134,-0.005333,-0.959096,0.283023,0.009022,-0.007113,-2.567727
1.515656,-0.842558,-0.074634,0.647997,-0.002143,-0.005241,-0.959158,0.282813,0.008842,-0.007076,-2.568163
1.546031,-0.845215,-0.076102,0.660438,-0.002214,-0.005135,-0.959290,0.282367,0.008602,-0.007149,-2.569094
1.546243,-0.846063,-0.077150,0.660350,-0.002383,-0.005120,-0.959311,0.282295,0.008478,-0.007462,-2.569244
1.546714,-0.847736,-0.078102,0.660337,-0.002703,-0.005129,-0.959309,0.282300,0.008315,-0.008082,-2.569234
1.546881,-0.848733,-0.078649,0.660308,-0.002881,-0.005168,-0.959288,0.282368,0.008288,-0.008447,-2.569094
1.547012,-0.849560,-0.079096,0.660265,-0.003028,-0.005207,-0.959276,0.282405,0.008279,-0.008751,-2.569017
1.589918,-0.850666,-0.079778,0.668099,-0.003198,-0.005233,-0.959289,0.282359,0.008235,-0.009091,-2.569114
1.590067,-0.852446,-0.080752,0.668023,-0.003420,-0.005386,-0.959306,0.282298,0.008403,-0.009603,-2.569244
1.590186,-0.853501,-0.081328,0.668010,-0.003508,-0.005502,-0.959326,0.282226,0.008578,-0.009836,-2.569395
1.592815,-0.854373,-0.081798,0.668031,-0.003521,-0.005580,-0.959350,0.282140,0.008720,-0.009905,-2.569574
1.605455,-0.855187,-0.082900,0.667489,-0.003471,-0.005504,-0.959407,0.281949,0.008604,-0.009764,-2.569972
1.623115,-0.856058,-0.083418,0.667537,-0.003378,-0.005490,-0.959453,0.281796,0.008631,-0.009576,-2.570291
1.624521,-0.857111,-0.084065,0.667591,-0.003244,-0.005435,-0.959524,0.281555,0.008604,-0.009286,-2.570792
1.657827,-0.858911,-0.085053,0.657214,-0.003031,-0.005344,-0.959570,0.281402,0.008551,-0.008825,-2.571110
1.657983,-0.859949,-0.085739,0.657238,-0.002955,-0.005244,-0.959659,0.281103,0.008405,-0.008620,-2.571733
1.660699,-0.860785,-0.086312,0.657245,-0.002973,-0.005188,-0.959720,0.280894,0.008288,-0.008620,-2.572166
1.666419,-0.861792,-0.087009,0.657246,-0.003064,-0.005150,-0.959770,0.280724,0.008166,-0.008773,-2.572522
1.672629,-0.862608,-0.087561,0.657237,-0.003173,-0.005145,-0.959783,0.280679,0.008096,-0.008979,-2.572614
1.687580,-0.863610,-0.088215,0.657209,-0.003314,-0.005161,-0.959767,0.280732,0.008046,-0.009260,-2.572506
1.722739,-0.864350,-0.088509,0.651785,-0.003529,-0.005210,-0.959731,0.280849,0.008018,-0.009700,-2.572263
1.723001,-0.865554,-0.088964,0.651740,-0.003639,-0.005289,-0.959683,0.281012,0.008107,-0.009958,-2.571924
1.723083,-0.866438,-0.089446,0.651678,-0.003717,-0.005347,-0.959663,0.281076,0.008174,-0.010141,-2.571792
1.723252,-0.867536,-0.090039,0.651597,-0.003762,-0.005437,-0.959657,0.281096,0.008322,-0.010277,-2.571751
1.735426,-0.868443,-0.090529,0.651536,-0.003760,-0.005535,-0.959664,0.281071,0.008510,-0.010328,-2.571804
1.743930,-0.869569,-0.091137,0.651480,-0.003727,-0.005675,-0.959679,0.281017,0.008798,-0.010343,-2.571917
1.763569,-0.870307,-0.091942,0.650976,-0.003696,-0.005671,-0.959708,0.280917,0.008810,-0.010281,-2.572125
1.789405,-0.872398,-0.093253,0.650248,-0.003613,-0.005814,-0.959748,0.280778,0.009131,-0.010201,-2.572417
1.794789,-0.874231,-0.094413,0.650308,-0.003609,-0.005759,-0.959807,0.280579,0.009031,-0.010160,-2.572831
1.807022,-0.875249,-0.095111,0.650333,-0.003627,-0.005587,-0.959868,0.280372,0.008691,-0.010097,-2.573261
2.194858,-0.876113,-0.095702,0.650301,-0.003627,-0.005285,-0.959951,0.280095,0.008116,-0.009923,-2.573835
2.196806,-0.878411,-0.096776,0.650619,-0.003436,-0.005024,-0.960133,0.279476,0.007726,-0.009407,-2.575122
2.198086,-0.879391,-0.097311,0.650551,-0.003420,-0.005071,-0.960189,0.279283,0.007828,-0.009399,-2.575525
2.235455,-0.882891,-0.098610,0.642745,-0.003584,-0.005130,-0.960322,0.278822,0.007854,-0.009744,-2.576485
2.236169,-0.885193,-0.099803,0.642520,-0.003830,-0.005233,-0.960252,0.279058,0.007913,-0.010276,-2.575994
2.236293,-0.886511,-0.100477,0.642404,-0.003838,-0.005337,-0.960211,0.279198,0.008106,-0.010350,-2.575705
2.236469,-0.887608,-0.101020,0.642322,-0.003790,-0.005423,-0.960193,0.279259,0.008297,-0.010307,-2.575578
2.236590,-0.888952,-0.101696,0.642231,-0.003719,-0.005587,-0.960174,0.279322,0.008652,-0.010264,-2.575448
2.236950,-0.890033,-0.102254,0.642174,-0.003626,-0.005733,-0.960161,0.279365,0.008984,-0.010167,-2.575359
